epoch,accuracy,loss,val_accuracy,val_loss
0,0.317643404006958,1.3626210689544678,0.4424999952316284,1.2984956502914429
1,0.4049251973628998,1.2890851497650146,0.29374998807907104,1.3619903326034546
2,0.4725685715675354,1.2021715641021729,0.6474999785423279,1.0327820777893066
3,0.540835440158844,1.0807846784591675,0.4375,1.1418417692184448
4,0.5769950151443481,1.019697666168213,0.39250001311302185,1.2987639904022217
5,0.600062370300293,0.9725040197372437,0.4925000071525574,1.0973329544067383
6,0.6365336775779724,0.8899505734443665,0.7137500047683716,0.7823432087898254
7,0.6779925227165222,0.8024560809135437,0.6737499833106995,0.8352441191673279
8,0.7094762921333313,0.7378713488578796,0.7012500166893005,0.7382968664169312
9,0.7122818231582642,0.7421206831932068,0.6112499833106995,0.8729493021965027
10,0.7344139814376831,0.6721305847167969,0.6800000071525574,0.7505585551261902
11,0.7627805471420288,0.6144276857376099,0.6850000023841858,0.7497533559799194
12,0.7718204259872437,0.586299479007721,0.6899999976158142,0.7261818647384644
13,0.7789900302886963,0.547622799873352,0.7262499928474426,0.6618572473526001
14,0.8179551362991333,0.4835659861564636,0.7975000143051147,0.4727737307548523
15,0.8366583585739136,0.41686686873435974,0.7662500143051147,0.6007869839668274
16,0.8304239511489868,0.4370975196361542,0.8600000143051147,0.3835638463497162
17,0.8441396355628967,0.391372412443161,0.8612499833106995,0.3520600199699402
18,0.8637780547142029,0.3520743250846863,0.893750011920929,0.30920639634132385
19,0.8965087532997131,0.2849026918411255,0.84375,0.3616326153278351
20,0.907418966293335,0.24631546437740326,0.8587499856948853,0.3334793150424957
21,0.8597257137298584,0.3883272707462311,0.8987500071525574,0.2834826707839966
22,0.9043017625808716,0.2554894983768463,0.8712499737739563,0.3635620176792145
23,0.9258104562759399,0.2112872302532196,0.9437500238418579,0.18217647075653076
24,0.9273690581321716,0.19155016541481018,0.8849999904632568,0.2762240171432495
25,0.9482543468475342,0.154733806848526,0.9462500214576721,0.16329042613506317
26,0.8933915495872498,0.3324012756347656,0.8337500095367432,0.4919452965259552
27,0.9588528871536255,0.15350455045700073,0.9537500143051147,0.13461917638778687
28,0.9650872945785522,0.10985637456178665,0.9674999713897705,0.1181899756193161
29,0.9678927659988403,0.10550598055124283,0.9437500238418579,0.15595632791519165
30,0.9841022491455078,0.07024643570184708,0.9662500023841858,0.08392103016376495
31,0.8534912467002869,0.4074404239654541,0.8637499809265137,0.3838711678981781
32,0.9613466262817383,0.1329173445701599,0.9725000262260437,0.09408026933670044
33,0.979738175868988,0.06969095766544342,0.9662500023841858,0.08792471140623093
34,0.9950124621391296,0.03345130756497383,0.981249988079071,0.06727277487516403
35,0.9466957449913025,0.18785585463047028,0.24124999344348907,1.527646780014038
36,0.5293017625808716,0.9977105259895325,0.956250011920929,0.14135724306106567
37,0.989713191986084,0.06044284254312515,0.9725000262260437,0.08856075257062912
38,0.9950124621391296,0.0310488510876894,0.981249988079071,0.05824697017669678
39,0.9691396355628967,0.08812597393989563,0.987500011920929,0.06851059943437576
40,0.996259331703186,0.025737475603818893,0.987500011920929,0.05408697575330734
41,0.9993765354156494,0.01373616699129343,0.9825000166893005,0.04396361857652664
42,1.0,0.008348829112946987,0.9850000143051147,0.038095854222774506
43,0.9984413981437683,0.009445099160075188,0.9837499856948853,0.034737005829811096
44,1.0,0.006473809015005827,0.987500011920929,0.04042088985443115
45,1.0,0.004458538722246885,0.9837499856948853,0.03441305458545685
46,1.0,0.0038838472682982683,0.9862499833106995,0.033651672303676605
47,1.0,0.0027577942237257957,0.987500011920929,0.033728934824466705
48,1.0,0.0024300296790897846,0.9862499833106995,0.035991325974464417
49,1.0,0.0021270043216645718,0.987500011920929,0.030189890414476395
50,1.0,0.0019132974557578564,0.987500011920929,0.029619568958878517
51,1.0,0.0016258112154901028,0.987500011920929,0.029681673273444176
52,1.0,0.0014444750268012285,0.9925000071525574,0.030833568423986435
53,1.0,0.001379039022140205,0.9887499809265137,0.028821900486946106
54,1.0,0.0011688993545249104,0.9912499785423279,0.031758058816194534
55,1.0,0.0010782623430714011,0.9887499809265137,0.029617028310894966
56,1.0,0.0009899837896227837,0.9887499809265137,0.02856636606156826
57,1.0,0.0009048292995430529,0.9900000095367432,0.029581649228930473
58,1.0,0.0008350846474058926,0.9887499809265137,0.029001934453845024
59,1.0,0.0007649228791706264,0.9887499809265137,0.029319532215595245
60,1.0,0.0007510256837122142,0.9887499809265137,0.029314953833818436
61,1.0,0.0006846686592325568,0.9887499809265137,0.028973057866096497
62,1.0,0.0006302286055870354,0.987500011920929,0.029770363122224808
63,1.0,0.000598299375269562,0.9900000095367432,0.02865058183670044
64,1.0,0.0005639427690766752,0.9900000095367432,0.027780858799815178
65,1.0,0.0005557092372328043,0.9887499809265137,0.029077373445034027
66,1.0,0.0004997765063308179,0.9900000095367432,0.027746150270104408
67,1.0,0.0005036445218138397,0.9912499785423279,0.0287910345941782
68,1.0,0.00045723546645604074,0.9887499809265137,0.02735733427107334
69,1.0,0.00045017091906629503,0.9887499809265137,0.027983004227280617
70,1.0,0.00042324422975070775,0.9887499809265137,0.028769223019480705
71,1.0,0.0004168535815551877,0.9887499809265137,0.02756267786026001
72,1.0,0.00039484447916038334,0.9887499809265137,0.027807241305708885
73,1.0,0.00038032719749026,0.9887499809265137,0.028073614463210106
74,1.0,0.0003664442920126021,0.9887499809265137,0.02766166441142559
75,1.0,0.0003530202084220946,0.9887499809265137,0.028149805963039398
76,1.0,0.0003405396419111639,0.9887499809265137,0.027773763984441757
77,1.0,0.00033217371674254537,0.9887499809265137,0.02766132541000843
78,1.0,0.00031431185198016465,0.9887499809265137,0.02735147625207901
79,1.0,0.0003055359120480716,0.9887499809265137,0.02806391566991806
80,1.0,0.00029710697708651423,0.9887499809265137,0.0269350316375494
81,1.0,0.00028866485808975995,0.9887499809265137,0.027484407648444176
82,1.0,0.00027980096638202667,0.9887499809265137,0.02717946469783783
83,1.0,0.0002719400217756629,0.9887499809265137,0.027340060099959373
84,1.0,0.00026065195561386645,0.9887499809265137,0.027327561751008034
85,1.0,0.00025046232622116804,0.9887499809265137,0.02718001790344715
